File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
repo_3\src\misc\helpers.h,453,13,2,2,race,vfork,"On some old systems, vfork() permits race conditions, and it's very difficult to use correctly (CWE-362).",Use fork() instead.,,CWE-362,  int pid = vfork();,7a09a8331648089ec44f3107523f369e1cc576752d4c6113f6a2eab7f11510a5,2.0.19,FF1034,https://cwe.mitre.org/data/definitions/362.html
repo_3\src\popup.c,303,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"  memcpy(popup->items, tmp, sizeof(struct bar_item*)*popup->num_items);",e4dbbf90b2f33cbca90b5366aaeebe111705c50211ab4fa38a1234bd0e840183,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_3\src\popup.c,383,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char align[32] = { 0 };,269747a65f09826c3f822229cd2f26c333d6204311c54ccb52e5589314b4f910,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\popup.c,419,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char deeper_indent[strlen(indent) + 2];,ecb8c0d1dc3891a4252ae8591284de451aa71095175180d568ba89d851b5a65c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\power.c,13,7,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,      char source[8];,70ebf718301dd6d3b1560aba889affb262152752af780d13cfc2c498251ec85a,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\power.c,21,7,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,      char source[8];,70ebf718301dd6d3b1560aba889affb262152752af780d13cfc2c498251ec85a,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\sketchybar.c,49,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,char g_name[256];,abf3a798addeb942aad83c4ad112d946201d886c5de0174f7073273c115d1c09,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\sketchybar.c,50,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,char g_config_file[4096];,85e2dc91a406c0e2f893c585df00522a2bb3245a8eaaaa84a97d039cd51c2239,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\sketchybar.c,51,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,char g_lock_file[MAXLEN];,d47ecf8817238558c51545153954051dce3e0d915eaa9e9face57ac517c4eb61,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\sketchybar.c,79,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(temp, argv[i], argl[i]);",d2bc16035df5999336f65a647192660fb738c73e8ceed7c8dc813987aeb7ae0f,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_3\src\sketchybar.c,85,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char bs_name[256];,36fb0d21f30247b917d6acd7c0dc6a7613678cfe9574c8f7eb6a807831719290,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\sketchybar.c,108,16,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"  int handle = open(g_lock_file, O_CREAT | O_WRONLY, 0600);",0ea9ef3b17a80b24c7142c798f8f540b53ad39a1dd681f17e7fe617363aceb76,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_3\src\slider.c,117,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char deeper_indent[strlen(indent) + 2];,ecb8c0d1dc3891a4252ae8591284de451aa71095175180d568ba89d851b5a65c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\text.c,7,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buffer[len];,90e53a4df7ca470002e3a5b24537d9ba9682d7de56032e583ad47333762bfd16,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\text.c,360,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char align[32] = { 0 };,269747a65f09826c3f822229cd2f26c333d6204311c54ccb52e5589314b4f910,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\text.c,408,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char deeper_indent[strlen(indent) + 2];,ecb8c0d1dc3891a4252ae8591284de451aa71095175180d568ba89d851b5a65c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_3\src\alias.c,275,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    struct token subdom = { key_value_pair.key, strlen(key_value_pair.key) };",1e8fa2c6537e94b35ee7b5d95e718ea891096f3e38abe0f1badb250dd26f4f53,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\alias.c,276,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    struct token entry = { key_value_pair.value, strlen(key_value_pair.value)};",b670c5a7e6a748148a8aef72b4cf858232aca8b03260506e8320f956c7891549,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\app_windows.c,126,36,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,          length += pid_name[j] ? (strlen(pid_name[j]) + 16) : 0;,6d0b1eaccebbf8a2d7d2927377a187ad2dcbcfea927141106f8d65acdbda03da,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\app_windows.c,153,28,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  char* cursor = payload + strlen(payload);,288756a7d79644ffcf7a1aee4bcc9665eab59d15deac2294bd001a43095d956d,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\app_windows.c,160,26,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,      cursor = payload + strlen(payload);,6509ee7e86c426c9b3368b140589a8c8492468d3c8d86da41e558d63655c47b5,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\app_windows.c,169,24,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    cursor = payload + strlen(payload);,6509ee7e86c426c9b3368b140589a8c8492468d3c8d86da41e558d63655c47b5,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\background.c,261,22,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  char deeper_indent[strlen(indent) + 2];,ecb8c0d1dc3891a4252ae8591284de451aa71095175180d568ba89d851b5a65c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\background.c,262,27,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"  snprintf(deeper_indent, strlen(indent) + 2, ""%s\t"", indent);",8e1fe22381b63c4805f46f62d517b5071b77ad81aa346ef3ac103db75f473095,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\background.c,352,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token subdom = {key_value_pair.key,strlen(key_value_pair.key)};",da4573e68692494d84161ed8b29894fa2071613f78b5b1533e5933cff98a665b,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\background.c,353,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token entry = {key_value_pair.value,strlen(key_value_pair.value)};",3ec973cfb620e3ac2b4a5942f3ab9e3cc877d4ed38b00cd49ebc0fd635a248ef,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,136,30,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    if ((bar_item->script && strlen(bar_item->script) > 0),147d20b936986c0a7a23874068b8604d3dd13bad5260e9a8ead3c666739b68bf,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,159,29,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    if (bar_item->script && strlen(bar_item->script) > 0) {,f4ad08ab1e67d9580ab1350559bf0b5f1b182d91fd60bbf5cc989090269cff77,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,241,33,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  if (bar_item->click_script && strlen(bar_item->click_script) > 0) {,d9a7cefdb6e1afdb9b9e765c812dee59a35cb23728d55fcb5add7559d70fe1a2,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,390,7,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  if (strlen(name) == 0) return false;,25baf8c38879f6f3d5438c87874727c92327cee9cf3917bda3badd0142321172,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,457,20,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  if (!position || strlen(position) == 0) return false;,0d9e196ba3fd023718d3f94a673275045fb8170e610cb783bb3179c0010be7c7,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,993,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    struct token subdom = { key_value_pair.key, strlen(key_value_pair.key) };",1e8fa2c6537e94b35ee7b5d95e718ea891096f3e38abe0f1badb250dd26f4f53,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,994,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    struct token entry = { key_value_pair.value, strlen(key_value_pair.value)};",b670c5a7e6a748148a8aef72b4cf858232aca8b03260506e8320f956c7891549,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,1054,45,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    struct token dummy = { PROPERTY_STRING, strlen(PROPERTY_STRING)};",9e96f5cc6d56a97c45988891ec1df8ff3ee920249f0598ded1535b9a3cf12af2,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_item.c,1061,45,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    struct token dummy = { PROPERTY_STRING, strlen(PROPERTY_STRING)};",9e96f5cc6d56a97c45988891ec1df8ff3ee920249f0598ded1535b9a3cf12af2,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_manager.c,978,14,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    cursor = strlen(info);,205e771d7842e8fc66dd7e9c223f9a5781cfb2b870f6991bedfafd26979492da,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\bar_manager.c,1034,7,1,1,obsolete,usleep,"This C routine is considered obsolete (as opposed to the shell command by the same name).   The interaction of this function with SIGALRM and other timer functions such as sleep(), alarm(), setitimer(), and nanosleep() is unspecified (CWE-676).",Use nanosleep(2) or setitimer(2) instead.,,CWE-676,      usleep(500000);,527f01986401b216b8e8678d5c356dda4ea2ebed1c4f60c3a335f71e34a3d39a,2.0.19,FF1069,https://cwe.mitre.org/data/definitions/676.html
repo_3\src\event.c,400,7,1,1,obsolete,usleep,"This C routine is considered obsolete (as opposed to the shell command by the same name).   The interaction of this function with SIGALRM and other timer functions such as sleep(), alarm(), setitimer(), and nanosleep() is unspecified (CWE-676).",Use nanosleep(2) or setitimer(2) instead.,,CWE-676,      usleep(100);,ae5aa91b8c2a825ee0a4f79d3fb66132e3b7274e8ec9eb75c36b48b322c486dd,2.0.19,FF1069,https://cwe.mitre.org/data/definitions/676.html
repo_3\src\font.c,120,18,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,      } else if (strlen(feature) == 4) {,63a7afa2517c318f0bfdd830aa6558dc69b16fecc4248658294d361603ede9b7,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\graph.c,149,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token subdom = {key_value_pair.key,strlen(key_value_pair.key)};",da4573e68692494d84161ed8b29894fa2071613f78b5b1533e5933cff98a665b,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\graph.c,150,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token entry = {key_value_pair.value,strlen(key_value_pair.value)};",3ec973cfb620e3ac2b4a5942f3ab9e3cc877d4ed38b00cd49ebc0fd635a248ef,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\image.c,78,11,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      if (strlen(res_path) > 3 && string_equals(&res_path[strlen(res_path) - 4], "".png""))",3f327b2abfb98aff5f99aa4f51b375988337640a3d3794f08241f0188c0b2ed4,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\image.c,78,59,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      if (strlen(res_path) > 3 && string_equals(&res_path[strlen(res_path) - 4], "".png""))",3f327b2abfb98aff5f99aa4f51b375988337640a3d3794f08241f0188c0b2ed4,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\image.c,97,12,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  else if (strlen(res_path) == 0) {,ad212fe2f1bd1a660fc394f0fc0844916837e7428f9c3c2795ae3bfa34e8e50c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\image.c,397,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token subdom = {key_value_pair.key,strlen(key_value_pair.key)};",da4573e68692494d84161ed8b29894fa2071613f78b5b1533e5933cff98a665b,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\image.c,398,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token entry = {key_value_pair.value,strlen(key_value_pair.value)};",3ec973cfb620e3ac2b4a5942f3ab9e3cc877d4ed38b00cd49ebc0fd635a248ef,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\mach.c,109,20,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,      rsp = malloc(strlen(buffer.message.descriptor.address) + 1);,a1a44aa648bf46e85d8727a731e6ca6aad889a46b435816311b5f929a640e871,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\mach.c,111,19,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,                  strlen(buffer.message.descriptor.address) + 1);,cbf4348fcf0c7401fe3f9eb79945cb7420f0cf75d4dfdce6d49e0efdf9a38e32,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\message.c,177,9,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    if (strlen(message) > 0),e36d6bf3d69a0f43dcc579c6bd5c085e0d58dea2bc3d74b13b2dec1d377e2d00,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\message.c,459,27,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  char* rbr_msg = malloc((strlen(key_value_pair.key) + (key_value_pair.value,82ddd869d7ba8e63fab6ac17d3a83109301be1e324c077be14147a88810d2bf7,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\message.c,460,59,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,                                                        ? strlen(key_value_pair.value),ebacc6c45809dd4ad54d8d3d23f4047cf6a36a6765468c5dc449d607df425a31,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\env_vars.h,79,17,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,              ? strlen(env_vars->vars[i]->key) + 1,407022da9b68266403aa893c4c0435d83b75cf209b6b27d88dcfcdf3811d9018,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\env_vars.h,83,17,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,              ? strlen(env_vars->vars[i]->value) + 1,dc86b8a0e37952a429e73f940aba152b4a258b3601f2887d6078dc7e847f64db,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\env_vars.h,91,22,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,      uint32_t len = strlen(env_vars->vars[i]->key) + 1;,521399bd08d5d488d81abaf3eb2c1ce5ab99b0aade23e1918de958b314bd99a7,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\env_vars.h,102,22,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,      uint32_t len = strlen(env_vars->vars[i]->value) + 1;,0e62910b54d92f494e7f1fb0eedd2c7ea8c17999b4688c46f213b0f88f21bbfe,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\helpers.h,85,13,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  int len = strlen(string);,77486d108213f1b0415876b6dce6f62e8b5fb774a087a4edf11f97e40ab2e45c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\helpers.h,150,22,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  uint32_t key_len = strlen(key_value_pair->key);,e7add64d0774973b9a40fcf6ca5488cca9336d5e5a76b63cb57b19a716311ca2,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\helpers.h,151,46,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  uint32_t val_len = key_value_pair->value ? strlen(key_value_pair->value) : 0;,632110bf164fc72822322be4dd69634897b399ca62e4703c160a9d7a159c0bf7,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\helpers.h,193,15,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    int len = strlen(description);,1259bf1705206a994f34792f7b16f29d0c6674de336df05acd542bd094400624,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\misc\helpers.h,380,16,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  int length = strlen(s);,e8b341e8cccc0d9d72da3ebc7e33853ed88e223e8f24aab4c8763259f7e55bfc,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\popup.c,419,22,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  char deeper_indent[strlen(indent) + 2];,ecb8c0d1dc3891a4252ae8591284de451aa71095175180d568ba89d851b5a65c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\popup.c,420,27,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"  snprintf(deeper_indent, strlen(indent) + 2, ""%s\t"", indent);",8e1fe22381b63c4805f46f62d517b5071b77ad81aa346ef3ac103db75f473095,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\popup.c,486,51,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token subdom = { key_value_pair.key, strlen(key_value_pair.key) };",1e8fa2c6537e94b35ee7b5d95e718ea891096f3e38abe0f1badb250dd26f4f53,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\popup.c,487,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token entry = {key_value_pair.value,strlen(key_value_pair.value)};",3ec973cfb620e3ac2b4a5942f3ab9e3cc877d4ed38b00cd49ebc0fd635a248ef,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\shadow.c,94,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token subdom = {key_value_pair.key,strlen(key_value_pair.key)};",da4573e68692494d84161ed8b29894fa2071613f78b5b1533e5933cff98a665b,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\shadow.c,95,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token entry = {key_value_pair.value,strlen(key_value_pair.value)};",3ec973cfb620e3ac2b4a5942f3ab9e3cc877d4ed38b00cd49ebc0fd635a248ef,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\sketchybar.c,71,15,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    argl[i] = strlen(argv[i]);,aff9c24c85fbc44401a7aa9cc085aabbbb51640f359162d39ee1fec03524db46,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\sketchybar.c,96,7,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  if (strlen(rsp) > 2 && rsp[1] == '!') {,bc7352e9d5f0c16c34c3c2a0d0122166452ac2bd797c9bd86c9b4b747baab41e,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\slider.c,117,22,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  char deeper_indent[strlen(indent) + 2];,ecb8c0d1dc3891a4252ae8591284de451aa71095175180d568ba89d851b5a65c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\slider.c,118,27,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"  snprintf(deeper_indent, strlen(indent) + 2, ""%s\t"", indent);",8e1fe22381b63c4805f46f62d517b5071b77ad81aa346ef3ac103db75f473095,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\slider.c,157,45,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    struct token dummy = { PROPERTY_STRING, strlen(PROPERTY_STRING)};",9e96f5cc6d56a97c45988891ec1df8ff3ee920249f0598ded1535b9a3cf12af2,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
